club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,involved_country
FC Vizela,Manuel Baldé,18.0,Goalkeeper,FC Vizela U23,-,out,Summer,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,João Ricardo,19.0,Right Winger,FC Vizela U23,-,out,Summer,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Isah Musa,22.0,Right-Back,Without Club,-,out,Summer,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Francis Okoli,23.0,Central Midfield,Without Club,-,out,Summer,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Kuku Fidelis,22.0,Right Winger,FC Vizela U23,-,out,Summer,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Abduljabar Sani,22.0,Central Midfield,Without Club,-,out,Summer,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Marcelinho,24.0,Left Winger,Marítimo,"End of loanJun 30, 2021",out,Summer,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Fernando Cardozo,20.0,Left Midfield,Olimpia,"End of loanJun 30, 2021",out,Summer,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Leonel Mosevich,24.0,Centre-Back,Argentinos Jrs.,"End of loanJun 30, 2021",out,Summer,,Liga Nos,2021,2021/2022,Portugal,Others
FC Arouca,Joel Ferreira,30.0,Left-Back,GD Chaves,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
FC Arouca,Gastón Campi,30.0,Centre-Back,Y. Malatyaspor,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
FC Arouca,Eugeni,27.0,Attacking Midfield,Real Zaragoza,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
FC Arouca,Omri Altman,27.0,Second Striker,AEK Larnaca,?,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
FC Arouca,Luiz Gustavo,22.0,Right-Back,Pevidem,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
FC Arouca,Adílio Santos,28.0,Right Winger,Académico Viseu,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Belenenses SAD,Tomás Ribeiro,22.0,Centre-Back,Grasshoppers,€1.00m,out,Winter,1.0,Liga Nos,2021,2021/2022,Portugal,Others
Belenenses SAD,Kikas,23.0,Centre-Forward,Leiria,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Belenenses SAD,Christian Marques,18.0,Centre-Back,Wolves U23,"End of loanJan 4, 2022",out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SL Benfica,Gedson Fernandes,23.0,Central Midfield,C. Rizespor,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SL Benfica,Jhonder Cádiz,26.0,Centre-Forward,FC Famalicão,?,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SL Benfica,Germán Conti,27.0,Centre-Back,América-MG,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SL Benfica,Ferro,24.0,Centre-Back,Hajduk Split,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SL Benfica,Chiquinho,26.0,Attacking Midfield,Giresunspor,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SL Benfica,Pizzi,32.0,Attacking Midfield,Basaksehir,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Boavista FC,Gustavo Sauer,28.0,Right Winger,Botafogo,€2.00m,out,Winter,2.0,Liga Nos,2021,2021/2022,Portugal,Others
Boavista FC,Marcelo Djaló,28.0,Centre-Back,Without Club,-,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SC Braga,Galeno,24.0,Left Midfield,FC Porto,€9.00m,out,Winter,9.0,Liga Nos,2021,2021/2022,Portugal,Portugal
SC Braga,Bruno Viana,27.0,Centre-Back,WH Yangtze,Loan fee:€100Th.,out,Winter,0.1,Liga Nos,2021,2021/2022,Portugal,Others
SC Braga,Eduardo,28.0,Attacking Midfield,Náutico,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SC Braga,Mario González,25.0,Centre-Forward,CD Tenerife,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SC Braga,Raúl Silva,32.0,Centre-Back,GD Estoril Praia,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SC Braga,Lucas Piazon,28.0,Attacking Midfield,Botafogo,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SC Braga,Dion McGhee,21.0,Attacking Midfield,Without Club,-,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SC Braga,Bruno Viana,27.0,Centre-Back,Khimki,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
SC Braga,Chiquinho,26.0,Attacking Midfield,SL Benfica,"End of loanDec 31, 2021",out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
GD Estoril Praia,Chiquinho,21.0,Left Winger,Wolves,€3.50m,out,Winter,3.5,Liga Nos,2021,2021/2022,Portugal,Others
GD Estoril Praia,Henrique Trevisan,24.0,Centre-Back,FC Tokyo,?,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
FC Famalicão,Lawrence Ofori,23.0,Central Midfield,FC Ashdod,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Gil Vicente FC,Ahmed Isaiah,25.0,Attacking Midfield,SC Covilhã,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
Gil Vicente FC,Jean Irmer,27.0,Defensive Midfield,Juventude,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
Gil Vicente FC,Guilherme Mantuan,24.0,Right-Back,Botafogo-SP,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
Gil Vicente FC,Marcelo dos Santos,24.0,Centre-Forward,SC East Bengal,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Gil Vicente FC,André Liberal,19.0,Centre-Forward,Tirsense,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Gil Vicente FC,Iago Maidana,25.0,Centre-Back,Atlético-MG,"End of loanJan 12, 2022",out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
CS Marítimo,Rúben Macedo,25.0,Left Winger,Nacional,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
CS Marítimo,Jorge Sáenz,25.0,Centre-Back,Valencia,"End of loanJan 29, 2022",out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
CS Marítimo,Ricardinho,20.0,Centre-Forward,Grêmio,"End of loanApr 8, 2022",out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Moreirense FC,Abdu Conté,23.0,Left-Back,Troyes,€2.70m,out,Winter,2.7,Liga Nos,2021,2021/2022,Portugal,Others
Moreirense FC,Filipe Soares,22.0,Central Midfield,PAOK Salonika,€2.50m,out,Winter,2.5,Liga Nos,2021,2021/2022,Portugal,Others
Moreirense FC,Felipe Pires,26.0,Left Winger,SK Dnipro-1,€1.00m,out,Winter,1.0,Liga Nos,2021,2021/2022,Portugal,Others
Moreirense FC,Luiz Henrique,24.0,Attacking Midfield,CSA,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
FC Paços de Ferreira,Stephen Eustaquio,25.0,Defensive Midfield,FC Porto,Loan fee:€500Th.,out,Winter,0.5,Liga Nos,2021,2021/2022,Portugal,Portugal
FC Paços de Ferreira,João Pedro,25.0,Centre-Forward,Bursaspor,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
FC Paços de Ferreira,Cristian Parano,22.0,Attacking Midfield,PAE Chania,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Fali Candé,24.0,Left-Back,FC Metz,€2.50m,out,Winter,2.5,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Shuichi Gonda,32.0,Goalkeeper,Shimizu S-Pulse,€2.00m,out,Winter,2.0,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Aylton Boa Morte,28.0,Right Winger,Khor Fakkan,€500Th.,out,Winter,0.5,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Iury Castilho,26.0,Centre-Forward,Ceará SC,Loan fee:€120Th.,out,Winter,0.12,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Ricardo Ferreira,32.0,Goalkeeper,Dunajska Streda,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Júlio César,27.0,Left Winger,Guarani,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Jadson,30.0,Centre-Back,SD Taishan,?,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Lucas Possignolo,27.0,Centre-Back,ZJ FC,?,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Rômulo,26.0,Defensive Midfield,Criciúma EC,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Jeferson Bahia,29.0,Centre-Back,EC Água Santa,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Jeferson Bahia,29.0,Centre-Back,Brusque-SC,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Lucas Fernandes,24.0,Attacking Midfield,Botafogo,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Abraham Marcus,22.0,Left Winger,Remo Stars FC,"End of loanJan 31, 2022",out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Pedrão,24.0,Centre-Back,Palmeiras,"End of loanJan 31, 2022",out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Portimonense SC,Renato Júnior,19.0,Centre-Forward,EC Água Santa,"End of loanMar 28, 2022",out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
FC Porto,Luis Díaz,25.0,Left Winger,Liverpool,€47.00m,out,Winter,47.0,Liga Nos,2021,2021/2022,Portugal,Others
FC Porto,Tecatito,29.0,Right Winger,Sevilla FC,€3.00m,out,Winter,3.0,Liga Nos,2021,2021/2022,Portugal,Others
FC Porto,Sérgio Oliveira,29.0,Central Midfield,AS Roma,Loan fee:€1.00m,out,Winter,1.0,Liga Nos,2021,2021/2022,Portugal,Others
FC Porto,Renzo Saravia,28.0,Right-Back,Botafogo,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
FC Porto,Nanú,27.0,Right-Back,Dallas,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
CD Santa Clara,Cryzan,25.0,Centre-Forward,SD Taishan,€2.00m,out,Winter,2.0,Liga Nos,2021,2021/2022,Portugal,Others
CD Santa Clara,Rafael Ramos,27.0,Right-Back,Corinthians,€150Th.,out,Winter,0.15,Liga Nos,2021,2021/2022,Portugal,Others
CD Santa Clara,Jean Patric,24.0,Right Winger,Cerezo Osaka,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
CD Santa Clara,Hamidou Keyta,27.0,Left Winger,Zira FC,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
CD Santa Clara,Mohamed Bouldini,26.0,Centre-Forward,CF Fuenlabrada,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
CD Santa Clara,Andrei Chindris,22.0,Centre-Back,Without Club,-,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
CD Santa Clara,Luiz Phellype,28.0,Centre-Forward,Sporting CP,"End of loanJan 26, 2022",out,Winter,,Liga Nos,2021,2021/2022,Portugal,Portugal
Sporting CP,Tiago Tomás,19.0,Centre-Forward,VfB Stuttgart,Loan fee:€500Th.,out,Winter,0.5,Liga Nos,2021,2021/2022,Portugal,Others
Sporting CP,Jovane Cabral,23.0,Left Winger,Lazio,Loan fee:€300Th.,out,Winter,0.3,Liga Nos,2021,2021/2022,Portugal,Others
Sporting CP,Bruno Gaspar,28.0,Right-Back,Vitória Guimarães SC,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
Sporting CP,Luiz Phellype,28.0,Centre-Forward,OFI Crete FC,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Sporting CP,Carlos Jatobá,26.0,Central Midfield,Santo André,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
CD Tondela,Jhon Murillo,26.0,Right Winger,San Luis,€600Th.,out,Winter,0.6,Liga Nos,2021,2021/2022,Portugal,Others
CD Tondela,Rúben Fonseca,21.0,Centre-Forward,Braga B,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
CD Tondela,Tomislav Strkalj,25.0,Centre-Forward,Auda,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
CD Tondela,Rubilio Castillo,30.0,Centre-Forward,Without Club,-,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Vitória Guimarães SC,Marcus Edwards,23.0,Right Winger,Sporting CP,€7.50m,out,Winter,7.5,Liga Nos,2021,2021/2022,Portugal,Portugal
Vitória Guimarães SC,Falaye Sacko,26.0,Right-Back,Saint-Étienne,Loan fee:€300Th.,out,Winter,0.3,Liga Nos,2021,2021/2022,Portugal,Others
Vitória Guimarães SC,Mikel Agu,28.0,Defensive Midfield,CF Fuenlabrada,free transfer,out,Winter,0.0,Liga Nos,2021,2021/2022,Portugal,Others
Vitória Guimarães SC,Denis Will Poha,24.0,Central Midfield,Pau FC,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Vitória Guimarães SC,André André,32.0,Central Midfield,Al-Ittihad Club,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
Vitória Guimarães SC,Joseph Amoah,27.0,Central Midfield,Guimarães B,-,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Evrard Zag,31.0,Central Midfield,Leixões,?,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Francis Cann,23.0,Left Winger,Mafra,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
FC Vizela,Tomás Silva,22.0,Central Midfield,Varzim,loan transfer,out,Winter,,Liga Nos,2021,2021/2022,Portugal,Others
FC Porto,Vitinha,22.0,Central Midfield,Paris SG,€41.50m,out,Summer,41.5,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Fábio Vieira,22.0,Attacking Midfield,Arsenal,€35.00m,out,Summer,35.0,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Francisco Conceição,19.0,Right Winger,Ajax,€5.00m,out,Summer,5.0,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Sérgio Oliveira,30.0,Central Midfield,Galatasaray,€3.00m,out,Summer,3.0,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Agustín Marchesín,34.0,Goalkeeper,Celta de Vigo,€1.00m,out,Summer,1.0,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Diogo Leite,23.0,Centre-Back,Union Berlin,Loan fee:€500Th.,out,Summer,0.5,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Chancel Mbemba,27.0,Centre-Back,Marseille,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Shoya Nakajima,28.0,Attacking Midfield,Antalyaspor,?,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Carraça,29.0,Right-Back,Gil Vicente FC,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Mamadou Loum,25.0,Defensive Midfield,Reading,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Romário Baró,22.0,Central Midfield,Casa Pia AC,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Rúben Semedo,28.0,Centre-Back,Olympiacos,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Marko Grujic,26.0,Central Midfield,Liverpool,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
FC Porto,Stephen Eustaquio,25.0,Defensive Midfield,FC Paços de Ferreira,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Matheus Nunes,23.0,Central Midfield,Wolves,€45.00m,out,Summer,45.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Nuno Mendes,20.0,Left-Back,Paris SG,€38.00m,out,Summer,38.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,João Palhinha,26.0,Defensive Midfield,Fulham,€20.00m,out,Summer,20.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Tabata,25.0,Right Winger,Palmeiras,€5.00m,out,Summer,5.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Valentin Rosier,25.0,Right-Back,Besiktas,€4.80m,out,Summer,4.8,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Andraz Sporar,28.0,Centre-Forward,Panathinaikos,€3.50m,out,Summer,3.5,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Gonzalo Plata,21.0,Right Winger,Real Valladolid,€3.00m,out,Summer,3.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Pedro Mendes,23.0,Centre-Forward,Ascoli,€500Th.,out,Summer,0.5,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Renan Ribeiro,32.0,Goalkeeper,Al-Ahli SFC,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Islam Slimani,34.0,Centre-Forward,Stade Brestois,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Zouhair Feddal,32.0,Centre-Back,Real Valladolid,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Pedro Marques,24.0,Centre-Forward,NEC Nijmegen,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Rodrigo Battaglia,31.0,Defensive Midfield,RCD Mallorca,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Rafael Camacho,22.0,Right Winger,Aris Saloniki,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Tiago Ilori,29.0,Centre-Back,FC Paços de Ferreira,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Luiz Phellype,28.0,Centre-Forward,FC Tokyo,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Rúben Vinagre,23.0,Left-Back,Everton,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Eduardo Quaresma,20.0,Centre-Back,TSG Hoffenheim,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Gonçalo Esteves,18.0,Right-Back,GD Estoril Praia,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Idrissa Doumbia,24.0,Defensive Midfield,Alanyaspor,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Rúben Vinagre,23.0,Left-Back,Wolves,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Pablo Sarabia,30.0,Right Winger,Paris SG,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,Pedro Porro,22.0,Right-Back,Man City,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Sporting CP,João Virgínia,22.0,Goalkeeper,Everton,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Darwin Núñez,23.0,Centre-Forward,Liverpool,€75.00m,out,Summer,75.0,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Roman Yaremchuk,26.0,Centre-Forward,Club Brugge,€16.00m,out,Summer,16.0,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Éverton,26.0,Left Winger,Flamengo,€13.50m,out,Summer,13.5,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Jota,23.0,Left Winger,Celtic,€7.30m,out,Summer,7.3,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Gedson Fernandes,23.0,Central Midfield,Besiktas,€6.00m,out,Summer,6.0,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Carlos Vinícius,27.0,Centre-Forward,Fulham,€5.00m,out,Summer,5.0,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Pedro Pereira,24.0,Right-Back,Monza,€2.50m,out,Summer,2.5,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Nuno Santos,23.0,Attacking Midfield,Charlotte,€1.00m,out,Summer,1.0,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Haris Seferovic,30.0,Centre-Forward,Galatasaray,Loan fee:€1.00m,out,Summer,1.0,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Mile Svilar,22.0,Goalkeeper,AS Roma,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Pizzi,32.0,Attacking Midfield,Al-Wahda FC,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Jan Vertonghen,35.0,Centre-Back,RSC Anderlecht,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Ilija Vukotic,23.0,Defensive Midfield,Boavista FC,draft,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Ferro,25.0,Centre-Back,Vitesse,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Gabriel Pires,28.0,Central Midfield,Botafogo,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Julian Weigl,26.0,Defensive Midfield,Bor. M'gladbach,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Soualiho Meïté,28.0,Central Midfield,Cremonese,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Tiago Dantas,21.0,Central Midfield,PAOK Salonika,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Tomás Tavares,21.0,Right-Back,Benfica B,-,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Adel Taarabt,33.0,Central Midfield,Without Club,-,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Nemanja Radonjić,26.0,Left Winger,Marseille,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SL Benfica,Valentino Lazaro,26.0,Right Midfield,Inter,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,David Carmo,22.0,Centre-Back,FC Porto,€20.00m,out,Summer,20.0,Liga Nos,2022,2022/2023,Portugal,Portugal
SC Braga,Caju,26.0,Left-Back,Aris Limassol,€500Th.,out,Summer,0.5,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,João Novais,29.0,Central Midfield,Al-Bataeh CSC,€200Th.,out,Summer,0.2,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,Pablo Santos,30.0,Centre-Back,Al-Raed,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,Raúl Silva,32.0,Centre-Back,Univ. Craiova,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,Lucas Mineiro,26.0,Defensive Midfield,KVC Westerlo,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,Mario González,26.0,Centre-Forward,OH Leuven,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,Francisco Moura,23.0,defence,FC Famalicão,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,Guilherme Schettine,26.0,Centre-Forward,Grasshoppers,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,Zé Carlos,23.0,Right-Back,UD Ibiza,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,Rolando,36.0,Centre-Back,Without Club,-,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
SC Braga,Diogo Leite,23.0,Centre-Back,FC Porto,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Portugal
SC Braga,Yan Couto,20.0,Right-Back,Man City,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Samuel Lino,22.0,Left Winger,Atlético Madrid,€6.50m,out,Summer,6.5,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Antoine Leautey,26.0,Right Winger,Amiens SC,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Talocha,32.0,Left-Back,Farense,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,João Afonso,27.0,Defensive Midfield,Marítimo,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Marcelo dos Santos,24.0,Centre-Forward,San Fernando CD,free transfer,out,Summer,0.0,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Pedrinho,29.0,Central Midfield,Ankaragücü,?,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,João Caiado,23.0,Central Midfield,Länk FCV,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Ziga Frelih,24.0,Goalkeeper,GD Chaves,loan transfer,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,André Liberal,19.0,Right Winger,Gil Vicente U23,-,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Guilherme,21.0,Centre-Back,Gil Vicente U23,-,out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Juan Calero,23.0,Centre-Forward,Min. Zacatecas,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Kanya Fujimoto,22.0,Attacking Midfield,Tokyo Verdy,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Others
Gil Vicente FC,Zé Carlos,23.0,Right-Back,SC Braga,"End of loanJun 30, 2022",out,Summer,,Liga Nos,2022,2022/2023,Portugal,Portugal
Vitória Guimarães SC,André Almeida,22.0,Central Midfield,Valencia,€8.00m,out,Summer,8.0,Liga Nos,2022,2022/2023,Portugal,Others
Vitória Guimarães SC,Gui Guedes,20.0,Central Midfield,UD Almería,€3.00m,out,Summer,3.0,Liga Nos,2022,2022/2023,Portugal,Others
Vitória Guimarães SC,Rochinha,27.0,Left Winger,Sporting CP,€2.00m,out,Summer,2.0,Liga Nos,2022,2022/2023,Portugal,Portugal
Vitória Guimarães SC,Abdul Mumin,24.0,Centre-Back,Rayo Vallecano,€1.50m,out,Summer,1.5,Liga Nos,2022,2022/2023,Portugal,Others
